0.9246034,0.8020659
0.90092796,0.74501884
0.7966613,0.7272487
0.8233097,0.7184598
0.9096682,0.75596833
0.9124644,0.8495271
0.8987131,0.74274313
0.8897989,0.7350273
0.75368965,0.83179194
0.8261434,0.8918623
0.7500752,0.79475087
0.9210897,0.780237
0.9230135,0.82181746
0.7500484,0.81493634
0.8202168,0.7190087
0.80218506,0.8853012
0.8776269,0.72733146
0.9028693,0.8627621
0.7496689,0.79918396
0.7907649,0.879308
0.92243785,0.8245253
0.8567434,0.71961224
0.77961165,0.8710694
0.9140115,0.84679943
0.7907171,0.7306406
0.9081968,0.75385547
0.76489353,0.7553338
0.8900456,0.8747048
0.8362949,0.71737635
0.8785034,0.7277958
0.8740883,0.884336
0.89112276,0.87387323
0.7519465,0.82560587
0.82838964,0.8921152
0.92457825,0.80138516
0.8182907,0.7194087
0.90318924,0.747523
0.9124604,0.8495339
0.921451,0.7814999
0.9089996,0.7549918
0.8046529,0.8863281
0.8301946,0.71764284
0.7572781,0.76882803
0.8532317,0.89104086
0.8544891,0.8907952
0.77696437,0.8686723
0.8415732,0.89242977
0.8480696,0.8918518
0.7530114,0.7803338
0.922902,0.8223765
0.9208801,0.8303833
0.9236309,0.7916295
0.82280684,0.71854126
0.77209127,0.7462241
0.9230052,0.8218598
0.89504975,0.73931545
0.7992261,0.8839507
0.7599149,0.76349515
0.8588644,0.72012925
0.82007873,0.7190358
0.92146933,0.82835287
0.9005486,0.86530167
0.8221685,0.71864897
0.78394914,0.73531663
0.75290287,0.78070736
0.78410333,0.7351993
0.76603425,0.7537143
0.81055796,0.7214802
0.9234283,0.8195446
0.9234379,0.81948745
0.8979122,0.74195963
0.92235184,0.78502196
0.88642853,0.87731
0.7845716,0.8750726
0.8742132,0.8842776
0.7534139,0.7789994
0.75541514,0.77326196
0.9243827,0.79810625
0.8042739,0.8861761
0.76119524,0.7611963
0.82173175,0.7187255
0.8975933,0.7416532
0.77308,0.7451486
0.74953496,0.80180997
0.859491,0.88962615
0.7831086,0.87395304
0.7632932,0.75774556
0.90970206,0.85390025
0.7666981,0.8571123
0.7495065,0.8027365
0.77726793,0.74096155
0.91567856,0.84357613
0.90854424,0.8555763
0.77526057,0.86702096
0.7500936,0.8153232
0.9246291,0.806927
0.8993145,0.8665739
0.75051355,0.818386
0.74951065,0.8025782
0.7601392,0.8468384
0.91718256,0.84035033
0.8699705,0.8861296
0.87744343,0.72723585
0.7915941,0.87981796
0.8754688,0.88367736
0.91922617,0.77461326
0.8381998,0.89253855
0.8359269,0.8925385
0.8530622,0.7188463
0.7684035,0.85933787
0.9233545,0.7899438
0.85191816,0.8912772
0.9241008,0.814763
0.89697593,0.86885023
0.91107404,0.8517997
0.8728778,0.72502935
0.8133575,0.72064245
0.80382824,0.7239241
0.7495415,0.8016317
0.75687146,0.840179
0.92455083,0.800768
0.9188491,0.8363075
0.7495071,0.80720615
0.7586559,0.76592815
0.75235146,0.827209
0.92038196,0.8319711
0.9099382,0.75637084
0.9246176,0.80738616
0.8965163,0.86927813
0.8303148,0.7176334
0.840426,0.8924813
0.8755381,0.7262753
0.89823157,0.8676492
0.9242027,0.79610664
0.8521954,0.7186898
0.88283736,0.8796337
0.7500402,0.8148644
0.77734166,0.74089277
0.78009576,0.871487
0.92462075,0.802651
0.8212106,0.7188198
0.7744962,0.8662502
0.89083236,0.8741001
0.8387471,0.8925297
0.8534424,0.89100105
0.75561154,0.83715814
0.9105953,0.85254776
0.81910574,0.8906849
0.90343064,0.74780214
0.750412,0.81771445
0.790126,0.8789063
0.8264239,0.8918971
0.9244137,0.7985131
0.768762,0.75013125
0.7540781,0.7769486
0.77165365,0.863207
0.91371375,0.8473424
0.91520655,0.7653962
0.7536282,0.83160025
0.8881816,0.8760822
0.78619766,0.8762611
0.75833786,0.76657367
0.7496077,0.80971867
0.8058533,0.88679606
0.89856505,0.867322
0.8366198,0.89254475
0.8791899,0.7281684
0.7568732,0.8401831
0.8437012,0.8922941
0.7591707,0.84500825
0.92207515,0.82604533
0.9246394,0.80352116
0.89017975,0.8746027
0.7676858,0.7514996
0.75098497,0.78878343
0.89400554,0.7384077
0.89038074,0.8744489
0.91001683,0.75648904
0.8290048,0.89217424
0.89027226,0.87453204
0.82163817,0.89117664
0.7852473,0.87557346
0.8204289,0.7189673
0.87570465,0.726357
0.7523233,0.7828171
0.9246466,0.8040639
0.7495094,0.8026253
0.8320267,0.717518
0.75471824,0.8347997
0.87735754,0.7271913
0.8893874,0.7347189
0.7533215,0.7792989
0.8454819,0.7177783
0.7883624,0.732162
0.8946749,0.73898625
0.7769388,0.74127066
0.8308561,0.8923255
0.8672379,0.72273433
0.82338727,0.8914713
0.8133527,0.8892751
0.7712058,0.7472187
0.79480964,0.72823983
0.9192198,0.77459604
0.76624024,0.8564888
0.7530606,0.8297523
0.9195769,0.7755803
0.9040906,0.7485775
0.9197846,0.8337486
0.86033314,0.8893986
0.78324986,0.7358556
0.9228349,0.822704
0.76706487,0.8576035
0.7578643,0.76756054
0.8460952,0.8920791
0.9017716,0.8639883
0.92461634,0.80248916
0.7730569,0.7451732
0.75124395,0.8224573
0.9202492,0.7775417
0.76569086,0.75419366
0.7832549,0.7358516
0.8298575,0.71766996
0.89283836,0.7374265
0.90120023,0.7453102
0.91253287,0.76050776
0.91853034,0.8371269
0.75394565,0.8325746
0.74973416,0.8116492
0.8210727,0.7188453
0.75615454,0.7714194
0.7811506,0.73754287
0.81518704,0.8897695
0.90775293,0.7532432
0.8157687,0.88991743
0.9097562,0.85381985
0.9176102,0.7705529
0.7579808,0.76731473
0.9060973,0.75105304
0.80340546,0.88582003
0.75166017,0.8243874
0.759416,0.76443714
0.75006676,0.79482365
0.92300355,0.8218683
0.91896784,0.7739229
0.9227542,0.8230895
0.9017274,0.86403674
0.80297524,0.7242792
0.9209776,0.8300596
0.8645401,0.8881249
0.75246155,0.827624
0.86197484,0.72098994
0.9246446,0.8038847
0.88157463,0.7295256
0.7501606,0.8158704
0.7659162,0.75387836
0.8264717,0.8919029
0.81232786,0.72093874
0.8940843,0.8714437
0.8367595,0.7173735
0.78787374,0.73249125
0.76430887,0.8537239
0.80991983,0.7216855
0.92411494,0.81463647
0.8379554,0.89254135
0.81790185,0.89042383
0.8864616,0.8772874
0.91229075,0.8498196
0.8843131,0.87870884
0.7503855,0.7923857
0.8967714,0.86904144
0.77790785,0.74036956
0.8676908,0.72290194
0.89607126,0.7402321
0.8442449,0.8922511
0.92068523,0.7789017
0.9231765,0.8209641
0.75137126,0.78684825
0.9116566,0.85086626
0.92188174,0.7831085
0.9246493,0.80437887
0.92054546,0.83146137
0.75115865,0.7878851
0.7559029,0.7720331
0.865374,0.8878447
0.88507545,0.73170394
0.7598706,0.8463412
0.9076606,0.85680157
0.9197002,0.7759289
0.763846,0.75689274
0.7950837,0.7280895
0.80393386,0.7238809
0.7914176,0.73020834
0.9246471,0.8058042
0.9005248,0.8653267
0.7725385,0.7457332
0.9229264,0.8222555
0.75484395,0.83514434
0.90348506,0.7478654
0.79219425,0.72973955
0.90938234,0.8543715
0.78777826,0.73255616
0.919734,0.8338934
0.9220149,0.78363204
0.75175554,0.785117
0.92144805,0.7814894
0.752972,0.8294503
0.75570506,0.83739376
0.8640593,0.8882822
0.9214102,0.8285651
0.8743556,0.88421077
0.9066913,0.75182253
0.8423422,0.7175321
0.88842386,0.73401135
0.8230194,0.71850646
0.91802853,0.8383697
0.9155058,0.8439259
0.78753614,0.73272157
0.78874767,0.87801313
0.92361665,0.79153734
0.7865815,0.8765334
0.8492747,0.8916906
0.75195843,0.8256548
0.7514922,0.7862853
0.7522422,0.78313005
0.9208316,0.77937627
0.8240288,0.8915703
0.7657411,0.7541231
0.8275526,0.71789104
0.749563,0.8088095
0.92016137,0.77727664
0.9106112,0.8525231
0.7863177,0.73357224
0.8880124,0.7337153
0.75687253,0.7697373
0.8109128,0.7213684
0.8248918,0.89169586
0.7496585,0.79934317
0.8649214,0.8879979
0.9229768,0.82200366
0.88619584,0.73245066
0.9194419,0.7752038
0.75624096,0.8387071
0.89488727,0.73917234
0.8554964,0.7193343
0.75084615,0.82037807
0.9082836,0.75397646
0.8575221,0.8901233
0.8976567,0.868205
