id,type,frame_num,x,y,confidence
0,0,0,651.8399658203125,660.37548828125,1
0,0,1,204.27682495117188,625.5809936523438,1
0,0,2,342.064208984375,609.8495483398438,1
0,0,3,498.05072021484375,701.3047485351562,1
0,0,4,706.8751220703125,1151.203857421875,1
0,0,5,625.7298583984375,1386.560302734375,1
0,0,6,436.4364013671875,1006.072509765625,1
0,0,7,547.5140380859375,802.5384521484375,1
0,0,8,686.326171875,691.8697509765625,1
0,0,9,840.080810546875,676.8366088867188,1
0,0,10,956.810546875,759.989990234375,1
0,0,11,907.1514892578125,923.0367431640625,1
0,0,12,474.2247009277344,867.096435546875,1
0,0,13,435.9925537109375,709.21337890625,1
0,0,14,411.4332275390625,490.72918701171875,1
0,0,15,645.077880859375,610.3983154296875,1
0,0,16,529.4440307617188,809.0921630859375,1
0,0,17,269.2286682128906,882.529052734375,1
0,0,18,184.5615692138672,658.52587890625,1
0,0,19,324.098388671875,657.798828125,1
0,0,20,457.903076171875,740.478271484375,1
0,0,21,666.11279296875,1115.1737060546875,1
0,0,22,609.5048828125,1352.029296875,1
0,0,23,435.78411865234375,1295.861328125,1
0,0,24,425.62115478515625,1054.84716796875,1
0,0,25,638.5264892578125,738.317138671875,1
0,0,26,767.9660034179688,694.1666259765625,1
0,0,27,896.5845336914062,720.947265625,1
0,0,28,979.2155151367188,838.0159912109375,1
0,0,29,884.620361328125,1001.7876586914062,1
0,0,30,476.849365234375,869.17626953125,1
0,0,31,462.1183776855469,706.94091796875,1
0,0,32,459.9870300292969,502.85089111328125,1
0,0,33,576.2781982421875,784.1704711914062,1
0,0,34,324.51507568359375,890.178466796875,1
0,0,35,142.3740234375,797.7169189453125,1
0,0,36,146.5615692138672,643.984619140625,1
0,0,37,269.1435546875,582.2029418945312,1
0,0,38,420.46875,623.9780883789062,1
0,0,39,686.9921875,951.303955078125,1
0,0,40,713.8515014648438,1231.5439453125,1
0,0,41,530.920166015625,1359.608642578125,1
0,0,42,403.8470458984375,1169.671630859375,1
0,0,43,569.4811401367188,764.7681274414062,1
0,0,44,713.7562255859375,692.452880859375,1
0,0,45,863.068359375,690.8214111328125,1
0,0,46,973.78662109375,780.4136352539062,1
0,0,47,897.9395141601562,942.53271484375,1
0,0,48,434.3404541015625,718.2174682617188,1
0,0,49,436.3002624511719,514.5224609375,1
0,0,50,665.2235717773438,629.8515014648438,1
0,0,51,241.4356231689453,887.5125732421875,1
0,0,52,159.8060302734375,635.1668701171875,1
0,0,53,291.02337646484375,618.9537353515625,1
0,0,54,447.0272216796875,698.0035400390625,1
0,0,55,698.6785888671875,1088.295654296875,1
0,0,56,675.4246826171875,1340.97314453125,1
0,0,57,418.04681396484375,1041.122802734375,1
0,0,58,483.2972412109375,880.9697265625,1
0,0,59,633.0894775390625,713.2965698242188,1
0,0,60,779.833740234375,668.9465942382812,1
0,0,61,919.5679321289062,709.0087890625,1
0,0,62,976.2605590820312,848.4551391601562,1
0,0,63,785.97705078125,975.5069580078125,1
0,0,64,474.03546142578125,863.3304443359375,1
0,0,65,399.2760314941406,610.7721557617188,1
0,0,66,643.547119140625,648.7073974609375,1
0,0,67,240.0799560546875,897.763427734375,1
0,0,68,212.8036346435547,636.0126953125,1
0,0,69,345.9378662109375,633.7725830078125,1
0,0,70,486.0047912597656,703.8270874023438,1
0,0,71,704.492431640625,1047.2957763671875,1
0,0,72,687.3221435546875,1298.999267578125,1
0,0,73,495.5877685546875,1329.4425048828125,1
0,0,74,422.11700439453125,1103.958251953125,1
0,0,75,614.37060546875,750.389404296875,1
0,0,76,747.306640625,698.802734375,1
0,0,77,877.8263549804688,711.6903076171875,1
