id,type,frame_num,x,y,confidence
29,0,33,324,1071,0.5051661729812622
3,0,34,533,1360,0.7382714152336121
4,0,34,583,881,0.25847184658050537
8,0,34,0,689,0.3392835557460785
29,0,34,324,1071,0.5434767007827759
3,0,35,533,1359,0.7042676210403442
4,0,35,583,880,0.26731371879577637
8,0,35,0,689,0.40004509687423706
29,0,35,324,1071,0.5073925852775574
3,0,36,533,1359,0.6228757500648499
4,0,36,583,881,0.11419492959976196
8,0,36,0,689,0.3299207389354706
29,0,36,324,1071,0.4148273169994354
3,0,37,533,1359,0.7223241329193115
4,0,37,584,881,0.15501028299331665
8,0,37,0,690,0.4119866192340851
29,0,37,324,1071,0.39487290382385254
3,0,38,533,1359,0.7238918542861938
4,0,38,585,883,0.18668130040168762
8,0,38,0,691,0.4726704955101013
29,0,38,324,1071,0.38321608304977417
3,0,39,533,1359,0.6723799705505371
4,0,39,585,883,0.13897372782230377
8,0,39,0,691,0.3700408935546875
29,0,39,324,1071,0.2886139452457428
3,0,40,532,1362,0.3788434565067291
4,0,40,585,884,0.17696203291416168
8,0,40,0,691,0.4223296046257019
29,0,40,324,1071,0.33378010988235474
3,0,41,516,1348,0.9469434022903442
4,0,41,586,884,0.10227558761835098
8,0,41,0,690,0.3687557876110077
29,0,41,324,1071,0.3198985755443573
44,0,41,544,1536,0.5385343432426453
3,0,42,525,1356,0.6320226788520813
4,0,42,587,884,0.2629821002483368
8,0,42,0,689,0.377047061920166
29,0,42,324,1071,0.3228566348552704
44,0,42,544,1535,0.15928632020950317
3,0,43,530,1358,0.751117467880249
4,0,43,587,885,0.28471139073371887
8,0,43,0,689,0.33307963609695435
29,0,43,324,1071,0.3290347754955292
44,0,43,544,1535,0.2363835722208023
3,0,44,531,1358,0.7395594716072083
4,0,44,588,885,0.11608486622571945
8,0,44,0,689,0.1907186657190323
29,0,44,324,1070,0.21872517466545105
44,0,44,544,1535,0.2494363933801651
3,0,45,532,1359,0.6601539850234985
8,0,45,0,688,0.16805213689804077
29,0,45,322,1071,0.19401691854000092
44,0,45,544,1535,0.24694599211215973
3,0,46,532,1359,0.6767427325248718
8,0,46,0,688,0.3449467420578003
29,0,46,324,1071,0.47626155614852905
44,0,46,544,1535,0.25547894835472107
3,0,47,532,1359,0.5982184410095215
8,0,47,0,689,0.3736083507537842
29,0,47,324,1071,0.4513522982597351
44,0,47,544,1535,0.22433319687843323
3,0,48,532,1360,0.6114816665649414
8,0,48,0,690,0.37653085589408875
29,0,48,324,1071,0.5104779601097107
44,0,48,544,1535,0.23611077666282654
3,0,49,532,1360,0.56976717710495
8,0,49,0,699,0.6444750428199768
29,0,49,325,1071,0.5365244746208191
44,0,49,544,1535,0.20148201286792755
3,0,50,532,1360,0.6349679827690125
8,0,50,0,683,0.412239134311676
29,0,50,325,1071,0.5345838665962219
44,0,50,544,1535,0.22100871801376343
51,0,50,669,998,0.6216021180152893
3,0,51,532,1360,0.5944598317146301
8,0,51,0,678,0.6083636283874512
29,0,51,325,1071,0.5666452050209045
44,0,51,544,1535,0.24239638447761536
51,0,51,676,983,0.6615715622901917
3,0,52,532,1361,0.6131253242492676
8,0,52,0,677,0.6642885804176331
29,0,52,325,1071,0.5549184679985046
44,0,52,544,1535,0.22857680916786194
51,0,52,681,967,0.6514584422111511
3,0,53,532,1364,0.6312301158905029
8,0,53,0,676,0.5223314762115479
29,0,53,325,1072,0.5623294711112976
44,0,53,544,1535,0.17845256626605988
51,0,53,686,954,0.8065897822380066
55,0,53,436,819,0.5929949879646301
3,0,54,532,1363,0.6119818687438965
8,0,54,0,676,0.2540152072906494
29,0,54,325,1072,0.5801109671592712
44,0,54,544,1535,0.3005560040473938
51,0,54,688,937,0.3536258041858673
55,0,54,436,819,0.44875675439834595
3,0,55,532,1363,0.6379860043525696
8,0,55,0,676,0.3519918620586395
29,0,55,325,1072,0.5815996527671814
44,0,55,544,1535,0.21134087443351746
51,0,55,688,923,0.6709457635879517
55,0,55,435,819,0.49681493639945984
3,0,56,532,1363,0.625544011592865
8,0,56,0,678,0.3200681507587433
29,0,56,325,1072,0.5969253182411194
44,0,56,544,1535,0.24188171327114105
51,0,56,689,909,0.3537807762622833
55,0,56,435,819,0.5496717691421509
59,0,56,493,869,0.6727527379989624
3,0,57,532,1362,0.5888612866401672
8,0,57,0,674,0.1902213990688324
29,0,57,325,1072,0.5428552627563477
44,0,57,544,1535,0.2899949550628662
55,0,57,435,819,0.3451290428638458
59,0,57,493,868,0.5063012838363647
3,0,58,532,1360,0.6067464351654053
8,0,58,0,673,0.2958354651927948
29,0,58,325,1071,0.5264228582382202
44,0,58,544,1535,0.19540998339653015
55,0,58,435,819,0.28740355372428894
59,0,58,492,864,0.45476198196411133
3,0,59,532,1361,0.614446759223938
8,0,59,0,672,0.19288787245750427
29,0,59,325,1071,0.5249796509742737
44,0,59,544,1535,0.14198169112205505
55,0,59,435,819,0.35343077778816223
59,0,59,490,856,0.30821681022644043
3,0,60,532,1362,0.5690587162971497
8,0,60,0,674,0.3020825982093811
29,0,60,325,1071,0.5097405314445496
44,0,60,544,1535,0.20509277284145355
55,0,60,435,818,0.71132493019104
59,0,60,489,832,0.16458497941493988
2,0,60,490,526,0.549483597278595
3,0,61,532,1361,0.5237870812416077
8,0,61,0,678,0.3596835136413574
29,0,61,325,1071,0.47217366099357605
44,0,61,544,1535,0.2616386413574219
55,0,61,435,816,0.8587068319320679
59,0,61,487,828,0.145001620054245
2,0,61,491,526,0.4585646688938141
3,0,62,531,1362,0.5590786337852478
8,0,62,35,676,0.3304874300956726
29,0,62,325,1071,0.4625415503978729
44,0,62,544,1535,0.21127955615520477
55,0,62,435,815,0.8273022174835205
59,0,62,473,817,0.6101083755493164
2,0,62,490,526,0.5985518097877502
3,0,63,531,1361,0.48499810695648193
8,0,63,52,673,0.30391737818717957
29,0,63,325,1071,0.4523555636405945
44,0,63,543,1535,0.230804443359375
55,0,63,435,814,0.7861050367355347
59,0,63,474,810,0.23453812301158905
2,0,63,490,526,0.6903553009033203
70,1,63,655,713,0.77744060754776
3,0,64,531,1361,0.520136833190918
8,0,64,84,668,0.3198297321796417
29,0,64,325,1071,0.4612506031990051
44,0,64,543,1535,0.16995300352573395
55,0,64,435,813,0.8724134564399719
59,0,64,481,809,0.43254658579826355
2,0,64,491,526,0.6719685196876526
70,1,64,651,696,0.3189752399921417
3,0,65,531,1362,0.5075293183326721
8,0,65,86,665,0.368031769990921
29,0,65,325,1070,0.4274747967720032
44,0,65,544,1535,0.22699697315692902
55,0,65,435,811,0.8602980375289917
59,0,65,483,807,0.6113700270652771
2,0,65,490,527,0.8107852339744568
70,1,65,646,676,0.5460452437400818
3,0,66,531,1361,0.5783965587615967
8,0,66,166,659,0.23163382709026337
29,0,66,325,1070,0.47581201791763306
44,0,66,544,1535,0.17631353437900543
55,0,66,433,809,0.7923420071601868
2,0,66,491,528,0.861327588558197
70,1,66,641,655,0.6141086220741272
3,0,67,531,1360,0.5284841656684875
8,0,67,161,656,0.26796725392341614
29,0,67,325,1070,0.42443233728408813
44,0,67,543,1535,0.24400733411312103
55,0,67,435,808,0.41859516501426697
2,0,67,491,528,0.8509687185287476
70,1,67,629,636,0.5530427694320679
74,0,67,779,472,0.6012426018714905
3,0,68,530,1360,0.5849303007125854
8,0,68,202,655,0.2030128538608551
29,0,68,325,1070,0.39706310629844666
44,0,68,543,1535,0.28086861968040466
55,0,68,435,806,0.13806208968162537
2,0,68,490,528,0.8247530460357666
70,1,68,616,621,0.7887769937515259
74,0,68,779,472,0.5917319059371948
4,0,68,587,884,0.5534407496452332
3,0,69,530,1360,0.6047827005386353
8,0,69,204,652,0.17316091060638428
29,0,69,326,1070,0.41642823815345764
44,0,69,544,1535,0.3623810410499573
55,0,69,434,805,0.11142981797456741
2,0,69,490,528,0.833846390247345
70,1,69,600,608,0.4069279432296753
74,0,69,779,472,0.6805815100669861
4,0,69,586,884,0.5486500263214111
3,0,70,530,1360,0.644568920135498
8,0,70,173,648,0.18996970355510712
29,0,70,325,1071,0.44856444001197815
44,0,70,544,1535,0.38889968395233154
2,0,70,491,528,0.7675636410713196
70,1,70,583,596,0.3387930393218994
74,0,70,779,472,0.5646031498908997
4,0,70,586,884,0.6334649920463562
3,0,71,530,1361,0.6229748725891113
8,0,71,208,656,0.10121171921491623
29,0,71,326,1071,0.42541489005088806
44,0,71,543,1535,0.32063135504722595
2,0,71,490,528,0.8126000165939331
70,0,71,563,587,0.1388683021068573
74,0,71,779,472,0.5732625126838684
4,0,71,586,883,0.6447850465774536
3,0,72,530,1359,0.6672773957252502
8,0,72,334,655,0.34508731961250305
29,0,72,326,1071,0.3845289349555969
44,0,72,544,1535,0.23954497277736664
2,0,72,490,527,0.7355529069900513
70,1,72,544,576,0.28848889470100403
74,0,72,779,472,0.5341399312019348
4,0,72,586,881,0.6738033890724182
3,0,73,530,1362,0.5817923545837402
8,0,73,378,654,0.47455304861068726
29,0,73,325,1071,0.4257984757423401
44,0,73,544,1536,0.15298263728618622
2,0,73,491,528,0.4532608985900879
70,1,73,526,573,0.1503681093454361
74,0,73,779,472,0.3651154637336731
4,0,73,586,880,0.693075954914093
3,0,74,530,1360,0.6126344203948975
8,0,74,387,644,0.5830652117729187
29,0,74,325,1071,0.4482990801334381
44,0,74,544,1535,0.1824706643819809
2,0,74,492,528,0.2162529081106186
74,0,74,779,472,0.39589715003967285
4,0,74,585,879,0.6093621253967285
3,0,75,531,1363,0.5873039364814758
8,0,75,388,640,0.46042928099632263
29,0,75,325,1071,0.42749762535095215
44,0,75,543,1535,0.14586618542671204
2,0,75,492,528,0.6293013095855713
74,0,75,779,472,0.309008926153183
4,0,75,585,880,0.5258201360702515
3,0,76,531,1362,0.5640305876731873
8,0,76,385,640,0.36901602149009705
29,0,76,325,1071,0.4471282660961151
44,0,76,543,1535,0.17399094998836517
2,0,76,492,527,0.7689706087112427
74,0,76,779,472,0.2666796147823334
4,0,76,584,879,0.484811931848526
3,0,77,531,1364,0.5946402549743652
8,0,77,381,635,0.33516523241996765
29,0,77,325,1071,0.4385099709033966
44,0,77,543,1535,0.19703014194965363
2,0,77,490,528,0.8810530304908752
74,0,77,779,473,0.2755982279777527
4,0,77,583,878,0.43711310625076294
3,0,78,531,1363,0.5738638639450073
8,0,78,377,633,0.3496421277523041
29,0,78,325,1071,0.4674830734729767
44,0,78,544,1535,0.1725739687681198
2,0,78,491,528,0.9452970027923584
74,0,78,779,473,0.2555463910102844
4,0,78,583,879,0.5127969980239868
83,1,78,432,567,0.6133102178573608
3,0,79,531,1363,0.5379546880722046
8,0,79,368,641,0.3236878216266632
29,0,79,325,1071,0.45523983240127563
44,0,79,544,1535,0.21620912849903107
2,0,79,490,528,0.9154499769210815
74,0,79,779,473,0.17310555279254913
4,0,79,582,878,0.5050010085105896
83,1,79,418,570,0.6535649299621582
3,0,80,530,1363,0.5596338510513306
8,0,80,357,643,0.2501450181007385
29,0,80,325,1071,0.4485248029232025
44,0,80,544,1535,0.1552806794643402
2,0,80,491,528,0.8407840132713318
74,0,80,779,472,0.18594138324260712
4,0,80,582,878,0.39365604519844055
83,1,80,403,573,0.6752413511276245
3,0,81,530,1363,0.6135563254356384
8,0,81,355,646,0.2010345309972763
29,0,81,325,1071,0.44946691393852234
44,0,81,544,1535,0.1778528392314911
2,0,81,491,528,0.8785282969474792
74,0,81,779,473,0.17798054218292236
4,0,81,581,877,0.42769601941108704
83,1,81,388,579,0.6495689749717712
3,0,82,530,1361,0.5257722735404968
8,0,82,359,654,0.20866648852825165
29,0,82,325,1071,0.47535744309425354
44,0,82,544,1535,0.13662567734718323
2,0,82,491,528,0.9057996869087219
74,0,82,779,473,0.2100081592798233
4,0,82,581,877,0.3626949191093445
83,1,82,376,586,0.7031530141830444
3,0,83,530,1361,0.5283661484718323
8,0,83,363,658,0.29712972044944763
29,0,83,325,1071,0.49079757928848267
44,0,83,544,1535,0.11575552076101303
2,0,83,491,528,0.9367997646331787
74,0,83,779,472,0.289521723985672
4,0,83,581,877,0.3175004720687866
83,1,83,366,596,0.8395203351974487
3,0,84,530,1360,0.5819114446640015
8,0,84,365,634,0.4368320405483246
29,0,84,325,1071,0.47418785095214844
44,0,84,543,1535,0.14604072272777557
2,0,84,491,528,0.8846275210380554
74,0,84,779,473,0.17226527631282806
4,0,84,581,877,0.3321637213230133
83,1,84,354,606,0.8319125771522522
3,0,85,530,1360,0.49141600728034973
8,0,85,361,640,0.4277782738208771
29,0,85,325,1071,0.48617786169052124
44,0,85,543,1535,0.13410939276218414
2,0,85,491,528,0.8541271090507507
74,0,85,779,472,0.20996059477329254
4,0,85,580,877,0.3335571885108948
83,1,85,347,616,0.6360570788383484
3,0,86,530,1361,0.4847520589828491
8,0,86,359,650,0.2680818736553192
29,0,86,325,1071,0.47502151131629944
44,0,86,543,1535,0.1108432337641716
2,0,86,491,528,0.7852224111557007
74,0,86,779,472,0.17535150051116943
4,0,86,580,877,0.29349425435066223
83,1,86,343,628,0.6358088850975037
3,0,87,531,1362,0.4261539876461029
8,0,87,364,658,0.4212423264980316
29,0,87,325,1072,0.46818462014198303
44,0,87,543,1535,0.15829797089099884
2,0,87,491,528,0.6567919254302979
74,0,87,779,472,0.16235437989234924
4,0,87,579,877,0.3658449053764343
83,1,87,343,642,0.6818822622299194
3,0,88,531,1362,0.4883282482624054
8,0,88,365,661,0.37314388155937195
29,0,88,325,1071,0.414892315864563
44,0,88,543,1535,0.16394011676311493
2,0,88,491,528,0.6264840960502625
74,0,88,779,472,0.1358901560306549
4,0,88,579,878,0.3186783194541931
83,1,88,341,655,0.6847989559173584
3,0,89,531,1363,0.3875257968902588
8,0,89,365,663,0.3677283227443695
29,0,89,325,1071,0.4217293858528137
44,0,89,543,1535,0.21227994561195374
2,0,89,491,528,0.5560026168823242
74,0,89,779,472,0.16772912442684174
4,0,89,578,878,0.3048722445964813
83,1,89,339,670,0.511644721031189
3,0,90,532,1363,0.4030466377735138
8,0,90,369,663,0.396640419960022
29,0,90,325,1072,0.5162355899810791
44,0,90,543,1536,0.2119797170162201
2,0,90,491,527,0.4960955083370209
74,0,90,779,472,0.20032933354377747
4,0,90,578,878,0.28001198172569275
83,1,90,346,688,0.4650023579597473
3,0,91,532,1363,0.5542564988136292
8,0,91,352,672,0.2291472852230072
29,0,91,325,1072,0.46541085839271545
44,0,91,544,1535,0.1669737547636032
2,0,91,491,526,0.32938051223754883
74,0,91,779,472,0.1125684455037117
4,0,91,578,878,0.3308101296424866
83,1,91,353,701,0.16106268763542175
97,0,91,428,831,0.555193305015564
98,0,91,408,898,0.5128961801528931
3,0,92,532,1362,0.6628708243370056
8,0,92,347,670,0.2635074555873871
29,0,92,324,1072,0.4549499750137329
44,0,92,544,1536,0.15392766892910004
2,0,92,490,526,0.3686545789241791
74,0,92,779,472,0.11376847326755524
4,0,92,578,878,0.32476574182510376
98,0,92,410,907,0.5041231513023376
3,0,93,532,1361,0.6892383694648743
8,0,93,349,673,0.16707901656627655
29,0,93,325,1072,0.4467453360557556
44,0,93,544,1536,0.24037012457847595
2,0,93,490,526,0.3912903666496277
74,0,93,779,472,0.12743787467479706
4,0,93,578,878,0.27540016174316406
3,0,94,533,1360,0.6190649271011353
8,0,94,363,668,0.15046735107898712
29,0,94,325,1072,0.504769504070282
44,0,94,544,1536,0.24729329347610474
2,0,94,491,527,0.31814417243003845
74,0,94,779,472,0.1464880257844925
4,0,94,579,878,0.22024156153202057
3,0,95,533,1361,0.6446977853775024
8,0,95,371,665,0.14809948205947876
29,0,95,325,1072,0.47473621368408203
44,0,95,544,1536,0.21256354451179504
2,0,95,490,527,0.36049124598503113
74,0,95,779,472,0.12133383750915527
4,0,95,579,878,0.23780399560928345
3,0,96,533,1361,0.7257300615310669
8,0,96,374,664,0.13056473433971405
29,0,96,325,1072,0.4991033673286438
44,0,96,544,1536,0.18725593388080597
2,0,96,491,526,0.2880912125110626
74,0,96,779,472,0.12071970105171204
4,0,96,580,878,0.2219180315732956
3,0,97,533,1361,0.6907181739807129
8,0,97,373,664,0.12930619716644287
29,0,97,325,1072,0.4518721103668213
44,0,97,544,1536,0.23754099011421204
2,0,97,490,526,0.21570874750614166
74,0,97,779,472,0.10511372983455658
4,0,97,580,878,0.25421303510665894
3,0,98,533,1361,0.7037367224693298
8,0,98,368,664,0.11060871183872223
29,0,98,325,1072,0.5199811458587646
44,0,98,544,1536,0.20993667840957642
2,0,98,491,528,0.30773600935935974
74,0,98,778,471,0.11096002161502838
4,0,98,580,878,0.2653307020664215
3,0,99,533,1362,0.6318231225013733
8,0,99,352,664,0.11445891857147217
29,0,99,324,1072,0.5131285190582275
44,0,99,544,1536,0.20778681337833405
2,0,99,491,528,0.23716355860233307
4,0,99,580,878,0.2883237600326538
55,0,99,377,659,0.929969310760498
3,0,100,533,1363,0.6689324378967285
8,0,100,353,664,0.18214868009090424
29,0,100,324,1072,0.46780383586883545
44,0,100,544,1535,0.17811821401119232
2,0,100,491,528,0.15121285617351532
4,0,100,581,878,0.2574222683906555
3,0,101,533,1364,0.5786576867103577
8,0,101,355,664,0.1468084305524826
29,0,101,324,1072,0.5022204518318176
44,0,101,544,1535,0.15824702382087708
2,0,101,491,527,0.20216721296310425
4,0,101,582,878,0.2890380918979645
3,0,102,534,1364,0.6262860298156738
8,0,102,353,664,0.2354932278394699
29,0,102,324,1072,0.5016583204269409
44,0,102,544,1535,0.14919795095920563
2,0,102,491,528,0.21186666190624237
4,0,102,583,880,0.27543357014656067
3,0,103,534,1364,0.5293919444084167
8,0,103,347,662,0.172219380736351
29,0,103,324,1072,0.5676949620246887
44,0,103,544,1536,0.2634871006011963
2,0,103,491,527,0.21464446187019348
3,0,104,534,1363,0.6538206934928894
8,0,104,340,663,0.2539481520652771
29,0,104,324,1072,0.5297870635986328
44,0,104,544,1536,0.17199848592281342
2,0,104,491,528,0.1666155606508255
3,0,105,534,1363,0.6717851161956787
8,0,105,330,663,0.17131944000720978
29,0,105,324,1071,0.4976024031639099
44,0,105,544,1536,0.31408393383026123
2,0,105,491,527,0.21322877705097198
4,0,105,584,881,0.574932336807251
3,0,106,534,1363,0.5955923795700073
29,0,106,324,1071,0.35637569427490234
44,0,106,544,1535,0.2261572927236557
2,0,106,491,526,0.19111885130405426
4,0,106,585,881,0.3547976315021515
3,0,107,534,1361,0.6138442754745483
29,0,107,324,1071,0.37861400842666626
44,0,107,544,1535,0.20089030265808105
2,0,107,491,526,0.2309558391571045
4,0,107,585,881,0.42239996790885925
3,0,108,534,1362,0.5339139103889465
29,0,108,324,1071,0.36332452297210693
44,0,108,544,1535,0.39712879061698914
2,0,108,491,526,0.2226622998714447
4,0,108,585,882,0.47220078110694885
3,0,109,533,1363,0.6028348803520203
29,0,109,324,1071,0.37424373626708984
44,0,109,544,1535,0.3429724872112274
2,0,109,491,526,0.20652391016483307
4,0,109,586,883,0.47028738260269165
3,0,110,514,1340,0.8612716794013977
29,0,110,324,1070,0.39942777156829834
44,0,110,544,1535,0.3810567259788513
2,0,110,491,526,0.1751871556043625
4,0,110,587,884,0.42112618684768677
3,0,111,524,1353,0.5233467221260071
29,0,111,325,1070,0.406500905752182
44,0,111,544,1535,0.21347366273403168
2,0,111,491,526,0.15267828106880188
4,0,111,587,885,0.4703117907047272
3,0,112,530,1357,0.6551509499549866
29,0,112,325,1070,0.31758156418800354
44,0,112,544,1535,0.2858337461948395
2,0,112,491,526,0.1787518709897995
4,0,112,588,885,0.5632650852203369
3,0,113,532,1359,0.694692075252533
29,0,113,325,1070,0.2118939757347107
44,0,113,544,1535,0.22457000613212585
2,0,113,490,526,0.16199249029159546
4,0,113,588,885,0.31747427582740784
3,0,114,532,1362,0.6255862712860107
29,0,114,325,1070,0.2591693103313446
44,0,114,544,1535,0.3294309079647064
2,0,114,490,526,0.20099519193172455
4,0,114,589,884,0.1909193992614746
3,0,115,532,1362,0.6279259920120239
29,0,115,324,1070,0.3132384419441223
44,0,115,544,1535,0.3303791880607605
2,0,115,490,527,0.18033361434936523
4,0,115,590,883,0.11775626987218857
3,0,116,532,1363,0.6760345101356506
29,0,116,324,1071,0.5081354975700378
44,0,116,544,1535,0.29852256178855896
2,0,116,490,526,0.16122658550739288
4,0,116,590,882,0.10368167608976364
3,0,117,532,1362,0.720965564250946
29,0,117,325,1071,0.4460009038448334
44,0,117,544,1535,0.4138124883174896
2,0,117,490,526,0.1727968454360962
3,0,118,532,1361,0.6985453367233276
29,0,118,324,1071,0.48657840490341187
44,0,118,544,1535,0.41805607080459595
2,0,118,490,526,0.15746541321277618
3,0,119,532,1360,0.7362546324729919
29,0,119,325,1071,0.46676161885261536
44,0,119,544,1535,0.3209794759750366
2,0,119,490,526,0.16090813279151917
3,0,120,532,1361,0.6684091091156006
29,0,120,325,1071,0.4539192318916321
44,0,120,544,1535,0.31938251852989197
2,0,120,490,526,0.15156866610050201
8,0,120,4,677,0.6038195490837097
3,0,121,532,1360,0.637677788734436
29,0,121,325,1071,0.48438161611557007
44,0,121,544,1535,0.24490323662757874
2,0,121,490,527,0.15458142757415771
123,1,121,659,938,0.666015088558197
8,0,121,0,676,0.554548442363739
3,0,122,532,1361,0.7277818918228149
29,0,122,325,1071,0.5223605632781982
44,0,122,544,1536,0.34807708859443665
2,0,122,490,528,0.2603101432323456
123,1,122,665,932,0.20514996349811554
8,0,122,0,677,0.7452929615974426
3,0,123,532,1361,0.671938955783844
29,0,123,325,1071,0.499427855014801
44,0,123,544,1535,0.23059959709644318
2,0,123,490,527,0.19616064429283142
123,1,123,674,921,0.5727376937866211
8,0,123,0,677,0.7244783043861389
3,0,124,532,1361,0.6598049402236938
29,0,124,325,1071,0.45608770847320557
44,0,124,544,1535,0.2815883159637451
2,0,124,490,528,0.325812429189682
123,1,124,675,910,0.5376504063606262
8,0,124,0,678,0.5680423974990845
3,0,125,532,1363,0.6846052408218384
