name,id,frame_num,x,y,confidence
0,1,429,416,0.879310131072998
0,1,490,528,0.7601147294044495
0,1,532,1358,0.7148996591567993
0,1,588,881,0.6919733881950378
0,2,490,528,0.801193118095398
0,2,532,1359,0.6303873062133789
0,2,589,883,0.7972759008407593
0,3,490,528,0.7542296051979065
0,3,532,1358,0.6161035299301147
0,3,588,883,0.6387318968772888
0,4,491,527,0.6494579315185547
0,4,532,1358,0.6769583821296692
0,4,588,883,0.6858886480331421
0,5,491,528,0.3125222623348236
0,5,532,1363,0.6831051707267761
0,5,587,880,0.7310447096824646
0,6,491,527,0.2870848476886749
0,6,532,1364,0.6351690888404846
0,6,587,879,0.7997559309005737
0,6,0,690,0.5857797861099243
0,7,491,527,0.6000739932060242
0,7,532,1363,0.5679161548614502
0,7,586,880,0.6229156851768494
0,7,0,691,0.5570420622825623
0,8,492,527,0.7618810534477234
0,8,532,1360,0.47668710350990295
0,8,586,880,0.5368330478668213
0,8,0,693,0.5611671209335327
0,9,490,526,0.8013941049575806
0,9,532,1359,0.4735907018184662
0,9,586,879,0.5270547270774841
0,9,0,693,0.5542120337486267
0,10,491,528,0.8323869109153748
0,10,532,1359,0.5366108417510986
0,10,585,878,0.4919149577617645
0,10,0,690,0.5536988377571106
0,11,491,527,0.7965715527534485
0,11,532,1359,0.5561556220054626
0,11,584,878,0.4622405767440796
0,11,0,690,0.5344449281692505
0,12,491,528,0.8133789896965027
0,12,532,1361,0.5873879194259644
0,12,583,878,0.46461236476898193
0,12,0,689,0.5348674058914185
1,12,405,591,0.7052233219146729
0,13,490,528,0.8456065654754639
0,13,532,1360,0.6751384735107422
0,13,582,878,0.3108697533607483
0,13,0,690,0.5540707111358643
1,13,396,596,0.7160374522209167
0,14,490,528,0.8492321372032166
0,14,532,1359,0.6261705756187439
0,14,582,878,0.3331078886985779
0,14,0,689,0.5509461760520935
1,14,385,605,0.8194072246551514
0,15,490,528,0.7262867093086243
0,15,532,1360,0.5914888978004456
0,15,582,878,0.3232463300228119
0,15,0,690,0.5198276042938232
1,15,377,617,0.8727684020996094
0,16,490,528,0.73610520362854
0,16,532,1360,0.5086539387702942
0,16,581,878,0.29986482858657837
0,16,0,692,0.4029785692691803
1,16,369,629,0.8788312077522278
0,17,490,528,0.4897828698158264
0,17,532,1360,0.6018769145011902
0,17,581,878,0.2913733720779419
0,17,0,691,0.31029242277145386
1,17,359,640,0.8079296350479126
0,18,490,528,0.6067207455635071
0,18,532,1360,0.5597326755523682
0,18,581,878,0.2696051299571991
0,18,0,706,0.24430452287197113
1,18,352,652,0.8348897099494934
0,19,490,528,0.5522167086601257
0,19,532,1360,0.5252507925033569
